group_size,group_similarity,group_members,avg_similarity
4,random,"[12924, 3928, 3941, 9642]",-0.001240694789081883
4,random,"[7816, 294, 5695, 1390]",-0.0012406947890818835
4,random,"[1989, 7340, 3704, 5319]",-0.001491927407540885
4,random,"[11304, 4163, 8284, 2627]",-0.002370646665003208
4,random,"[13532, 4284, 4248, 13306]",-0.0016987195775258997
4,random,"[4254, 7813, 568, 7594]",-0.0014945817893624175
4,random,"[6568, 8053, 5364, 13782]",-0.0012406947890818843
4,random,"[6863, 12818, 11623, 7631]",-0.001693098945252714
4,random,"[6490, 3258, 2987, 6410]",-0.001491400332605685
4,random,"[8978, 2707, 5051, 11299]",-0.0014962467231019753
4,random,"[11964, 786, 1151, 121]",-0.0012406947890818804
4,random,"[4803, 4399, 448, 8465]",-0.0012406947890818722
4,random,"[1027, 8936, 3511, 4193]",-0.00149595943551805
4,random,"[78, 10957, 6213, 3038]",-0.001689433007570065
4,random,"[13076, 407, 3360, 2813]",-0.0012406947890818917
4,random,"[8128, 2467, 1339, 934]",-0.001492813462243923
4,random,"[11825, 7784, 11559, 577]",-0.0014352695888794514
4,random,"[5474, 1789, 3368, 9024]",0.10717083573658008
4,random,"[1851, 1689, 797, 8533]",-0.0017896826032259324
4,random,"[2328, 2265, 11863, 7077]",-0.0016945600012643162
4,random,"[1908, 4085, 13899, 1144]",-0.0014981958332917881
4,random,"[7103, 2952, 60, 5406]",-0.001951063606069694
4,random,"[9314, 2962, 8427, 11325]",-0.0012406947890818945
4,random,"[222, 4885, 2730, 230]",-0.0027580030810959743
4,random,"[4630, 9729, 2909, 671]",-0.0014956037222764722
4,random,"[9471, 2305, 1640, 5234]",-0.001498195833291794
4,random,"[6983, 5077, 2380, 4124]",-0.0012406947890818978
4,random,"[1085, 13309, 619, 12416]",-0.001240694789081895
4,random,"[14822, 5711, 13455, 6606]",-0.001498195833291799
4,random,"[3006, 3701, 5881, 4531]",-0.0012406947890818947
4,random,"[340, 2490, 3470, 11370]",-0.0012406947890818978
4,random,"[577, 6172, 4132, 13894]",-0.0014893514220996173
4,random,"[8208, 5963, 8839, 1301]",-0.0014981958332918061
4,random,"[1961, 4380, 14302, 176]",-0.001878260514022646
4,random,"[2537, 10064, 5481, 1675]",-0.0012406947890818843
4,random,"[1840, 9310, 13848, 1698]",-0.001435269588879438
4,random,"[9240, 3559, 14495, 8742]",0.16537530884334903
4,random,"[7135, 1478, 5144, 7773]",-0.001498195833291795
4,random,"[14399, 4765, 2619, 1515]",-0.0014977383194974571
4,random,"[4305, 6509, 839, 9459]",-0.0012406947890818874
4,random,"[11081, 4698, 7628, 2327]",-0.0016540388259803959
4,random,"[7340, 12612, 2811, 424]",0.05336582187127731
4,random,"[8488, 9418, 1116, 7865]",-0.0018562692920520976
4,random,"[8273, 12675, 2019, 11039]",-0.0012406947890818958
4,random,"[3758, 2615, 2717, 7211]",-0.0014966772406632067
4,random,"[3077, 3562, 7164, 590]",-0.0020128847820544437
4,random,"[7193, 4157, 14307, 13588]",-0.0018617673219038027
4,random,"[6988, 6186, 3330, 4479]",-0.0014719232489795704
4,random,"[10142, 575, 12715, 9044]",-0.0024659468750130686
4,random,"[8839, 7543, 3286, 8250]",-0.001240694789081908
4,random,"[5403, 10391, 8826, 2047]",-0.0016883170037607234
4,random,"[2477, 11335, 3006, 124]",-0.002116044313404894
4,random,"[2244, 11270, 6884, 577]",-0.0016936973729585359
4,random,"[6661, 5890, 3365, 7809]",-0.0017399266360094755
4,random,"[6105, 8392, 999, 2992]",-0.0017822553590541225
4,random,"[1694, 6921, 1949, 949]",-0.0012406947890818856
4,random,"[3630, 1219, 13494, 12441]",-0.0014656075230406868
4,random,"[4512, 4024, 11691, 3848]",-0.0012406947890818837
4,random,"[4272, 2308, 1882, 4193]",-0.0016855178546632758
4,random,"[3078, 13346, 12224, 3856]",-0.0014945817893624333
4,random,"[5113, 5073, 5729, 2608]",-0.001749882501039462
4,random,"[3035, 12267, 12154, 2326]",-0.0012406947890819047
4,random,"[382, 3741, 7556, 8089]",-0.0012406947890818843
4,random,"[790, 2275, 8281, 4331]",-0.0014945817893624337
4,random,"[10924, 9277, 1602, 2826]",-0.0012406947890818874
4,random,"[7496, 1365, 11025, 8957]",-0.0016945600012643178
4,random,"[486, 6091, 5814, 4251]",-0.0012406947890818748
4,random,"[13075, 6426, 11843, 13776]",-0.0012406947890818915
4,random,"[10442, 3120, 1813, 683]",-0.0017709193545144813
4,random,"[2960, 11497, 2226, 406]",0.16537784540923559
4,random,"[6863, 13196, 10057, 1435]",-0.0020099741583291396
4,random,"[2163, 7524, 2966, 236]",-0.0014901263862305187
4,random,"[4432, 3440, 8643, 4728]",-0.001405323906736826
4,random,"[13902, 3857, 4029, 4881]",0.16563275434243177
4,random,"[9284, 5098, 5105, 12013]",-0.0012406947890818852
4,random,"[2436, 11506, 1092, 3356]",-0.0016925747336886874
4,random,"[1694, 184, 65, 1347]",-0.0012406947890818791
4,random,"[8014, 13550, 260, 3735]",-0.0014893514220996028
4,random,"[9396, 2783, 2570, 922]",0.16563275434243174
4,random,"[10045, 2358, 4713, 10897]",-0.0020142093834252662
4,random,"[4338, 4010, 13184, 7065]",-0.0014928134622439286
4,random,"[8107, 2858, 2507, 13783]",-0.0012406947890818585
4,random,"[6936, 2992, 4691, 11776]",-0.0014862226902073652
4,random,"[8153, 4791, 1896, 11916]",-0.0014981958332917888
4,random,"[8425, 5794, 2028, 181]",-0.0012406947890818876
4,random,"[1151, 1946, 8360, 346]",-0.0017861588773144049
4,random,"[9020, 2060, 1319, 7141]",-0.0014981958332918072
4,random,"[5900, 13437, 124, 13390]",-0.0014981958332917998
4,random,"[3737, 703, 1663, 9879]",-0.0018607952054599086
4,random,"[2890, 7127, 1231, 7131]",-0.0014962467231019816
4,random,"[8755, 786, 3301, 3333]",-0.0012406947890818943
4,random,"[6750, 4036, 957, 8184]",-0.001968284853426689
4,random,"[1145, 12531, 5019, 10497]",-0.0012406947890818878
4,random,"[4132, 14740, 12978, 4168]",-0.0012406947890818798
4,random,"[6673, 3969, 1041, 780]",-0.0012406947890818735
4,random,"[6396, 1009, 2349, 2212]",-0.0021668016734510023
4,random,"[11, 1898, 394, 1185]",-0.0014976730963992492
4,random,"[4199, 1896, 2301, 4579]",-0.0014981958332918033
4,random,"[398, 4768, 2655, 1729]",-0.0014980504100260263
4,random,"[2898, 2659, 9803, 236]",-0.0021012149435246006
4,random,"[200, 3330, 5684, 5187]",-0.002082508228044048
4,random,"[1645, 10801, 2869, 1091]",-0.0016898230597768395
4,random,"[14089, 7320, 2165, 8088]",-0.001498195833291807
4,random,"[5377, 9032, 2, 972]",-0.0014981958332918033
4,random,"[4582, 8830, 5499, 10289]",-0.0014981958332917948
4,random,"[2663, 8277, 6887, 2477]",-0.0014962467231019799
4,random,"[10605, 13783, 12940, 13899]",-0.0012406947890818872
4,random,"[5454, 4305, 320, 2987]",-0.001240694789081894
4,random,"[5866, 4203, 2799, 7796]",-0.0014893514220996266
4,random,"[6611, 13454, 14885, 11742]",-0.0012406947890818934
4,random,"[225, 10903, 2496, 231]",-0.0014053239067368373
4,random,"[3532, 763, 81, 3890]",-0.0016709180343133234
4,random,"[14847, 5773, 2349, 2668]",-0.002348531139954631
4,random,"[11506, 13426, 14915, 1653]",-0.0014959594355180336
4,random,"[7425, 12091, 5122, 13425]",-0.0012406947890818865
4,random,"[8172, 8244, 4140, 7007]",-0.001497836857918504
4,random,"[14950, 9399, 4189, 762]",-0.0017806649858762152
4,random,"[1575, 9347, 5502, 11357]",-0.0018618161654824989
4,random,"[452, 1613, 10551, 11293]",-0.0012406947890818882
4,random,"[2298, 1273, 1319, 6827]",-0.0017895970137776333
4,random,"[12851, 1178, 107, 12691]",-0.0012406947890818965
4,random,"[6178, 13717, 2882, 10700]",-0.0018446673569692306
4,random,"[9121, 11863, 2867, 4512]",-0.001240694789081888
4,random,"[316, 13959, 7840, 1840]",-0.0017196927601457709
4,random,"[2303, 7915, 7803, 6471]",-0.0014869681756285744
4,random,"[9808, 1247, 4739, 32]",-0.0017394169188070076
4,random,"[2110, 581, 4937, 9808]",-0.0014956037222764588
4,random,"[1163, 3196, 3434, 4717]",-0.0012406947890818713
4,random,"[3943, 11928, 240, 2692]",-0.0014981958332917933
4,random,"[8456, 8827, 1999, 362]",-0.0012406947890819
4,random,"[10847, 21, 5861, 4998]",-0.002100146871053849
4,random,"[6081, 845, 4736, 8422]",-0.0017810949830824024
4,random,"[4823, 1524, 11693, 7562]",-0.0014956037222764744
4,random,"[9375, 6757, 13499, 11686]",-0.0014962467231019732
4,random,"[4576, 1766, 1226, 1833]",-0.0012406947890818804
4,random,"[14300, 8008, 13520, 4313]",-0.001496246723101972
4,random,"[13120, 9363, 5597, 1515]",-0.0017885865901095478
4,random,"[979, 8510, 4470, 12177]",-0.0014530441124416145
4,random,"[8419, 5342, 6282, 4131]",-0.0012406947890818778
4,random,"[263, 3948, 4199, 708]",-0.0012406947890818854
4,random,"[14695, 9680, 1788, 7947]",-0.0014962467231019784
4,random,"[8246, 2247, 9692, 1236]",-0.0014974926555456306
4,random,"[7379, 1151, 13046, 268]",-0.001789106928130008
4,random,"[9457, 6431, 10574, 7881]",0.16563275434242994
4,random,"[11391, 4137, 13201, 4204]",-0.0012406947890818793
4,random,"[12107, 1661, 339, 10250]",-0.0012406947890818817
4,random,"[189, 773, 2169, 13309]",-0.0021357100925437984
4,random,"[370, 2267, 7239, 8252]",-0.0017913257247963675
4,random,"[434, 1377, 950, 1925]",-0.002461964194777922
4,random,"[585, 6141, 1653, 10462]",-0.0017787223601984888
4,random,"[2682, 6764, 4124, 163]",-0.002016676635584079
4,random,"[54, 8630, 7326, 11248]",-0.0017377551277280954
4,random,"[7562, 1606, 7157, 2707]",-0.0017749400916320021
4,random,"[4696, 10707, 11042, 14742]",-0.001240694789081895
4,random,"[2868, 4789, 1961, 12224]",-0.0012406947890818854
4,random,"[6509, 13839, 3894, 7506]",-0.0012406947890818705
4,random,"[12158, 6344, 7558, 11865]",-0.0012406947890818826
4,random,"[13899, 7420, 834, 7427]",-0.0016941207176566183
4,random,"[84, 14830, 5024, 4974]",-0.0012406947890818863
4,random,"[6788, 14052, 1894, 9008]",-0.0014975928683823036
4,random,"[5097, 13216, 10268, 768]",-0.0012406947890818889
4,random,"[5528, 8187, 57, 8935]",-0.0014530441124415985
4,random,"[7747, 12675, 13293, 2746]",-0.0014981958332918267
4,random,"[8298, 7717, 10201, 6376]",-0.0014893514220996095
4,random,"[1465, 12084, 11536, 8222]",-0.0017103494646801233
4,random,"[10449, 2544, 7452, 7129]",-0.0014914003326056654
4,random,"[10286, 7308, 9870, 7257]",-0.0014966772406632266
4,random,"[2272, 2038, 13717, 4628]",-0.0016916205978982247
4,random,"[14071, 3907, 14724, 10718]",-0.0016919627674416053
4,random,"[7349, 5173, 12871, 2392]",-0.0012406947890818958
4,random,"[1838, 2615, 5750, 3673]",-0.0014859384938201747
4,random,"[667, 222, 14735, 1426]",-0.002362802170051083
4,random,"[7131, 9, 9270, 3210]",-0.001789106928130007
4,random,"[14021, 7918, 5963, 12339]",-0.0017895970137776502
4,random,"[9646, 3224, 4979, 4109]",-0.0012406947890818724
4,random,"[4470, 11450, 815, 1943]",-0.0017089244130948182
4,random,"[5695, 11730, 752, 6044]",-0.0017393442535987428
4,random,"[12289, 2676, 9865, 139]",-0.002460706920666584
4,random,"[6267, 7092, 9188, 12457]",-0.0012406947890818835
4,random,"[6574, 4713, 3895, 4851]",-0.0028906012391024783
4,random,"[5383, 3075, 5145, 5039]",0.09445852003771586
4,random,"[1103, 4873, 14771, 8842]",-0.0014862226902073773
4,random,"[5087, 2633, 7227, 2717]",-0.0012406947890818828
4,random,"[5338, 3701, 12932, 13629]",0.1416992672785166
4,random,"[5969, 947, 9592, 2043]",-0.0014956037222764633
4,random,"[7415, 1779, 725, 14144]",-0.0016870502459930025
4,random,"[9622, 294, 4718, 13993]",-0.00124069478908188
4,random,"[9753, 7006, 11470, 2848]",-0.0017399266360094753
4,random,"[7889, 1838, 8922, 1118]",-0.0017756537029532768
4,random,"[3440, 9012, 2811, 5824]",-0.001843013478036137
4,random,"[1663, 8920, 2917, 4968]",-0.0018607952054599047
4,random,"[9000, 556, 9803, 6293]",0.13106635658600438
4,random,"[10294, 10142, 10580, 2222]",-0.0012406947890818859
4,random,"[7562, 7379, 10402, 7048]",-0.001240694789081879
4,random,"[8967, 1197, 4434, 12224]",-0.0017904067576049048
4,random,"[12958, 2452, 11832, 3132]",-0.0014981958332917964
4,random,"[13689, 8069, 8312, 5755]",-0.0012406947890818934
4,random,"[4019, 4339, 3286, 8407]",-0.0014956037222764696
4,random,"[8128, 8827, 13689, 10944]",-0.0012406947890818835
4,random,"[4757, 5815, 14814, 9721]",-0.0020140260304783984
4,random,"[4903, 13663, 2867, 7331]",-0.0012406947890818898
4,random,"[839, 10674, 296, 1203]",-0.001489351422099628
4,random,"[8161, 9870, 2210, 1128]",-0.0014966772406632143
4,random,"[13966, 424, 7175, 3937]",-0.001240694789081886
4,random,"[4908, 4204, 7810, 6918]",-0.0014962467231019842
4,random,"[3499, 13546, 14574, 3599]",-0.0012406947890818887
4,random,"[9470, 6521, 4811, 3566]",-0.0014862226902073673
4,random,"[1479, 2044, 9714, 8925]",-0.0017883749592061753
4,random,"[4706, 5062, 1733, 2418]",-0.0017541314581560937
4,random,"[6114, 11446, 14259, 313]",-0.0012406947890818813
4,random,"[13445, 2143, 4525, 3335]",-0.0012406947890818815
4,random,"[12106, 9870, 13620, 147]",-0.0017743650646795345
4,random,"[10313, 6539, 8599, 543]",-0.0014862226902073597
4,random,"[13569, 13897, 7610, 14771]",-0.0012406947890818843
4,random,"[8479, 2484, 11039, 11344]",-0.0012406947890818965
4,random,"[8246, 10106, 9788, 1950]",-0.0026430834341806208
4,random,"[12796, 3562, 9729, 10402]",-0.0012406947890818904
4,random,"[14634, 12205, 11605, 4134]",-0.0018447517186036648
4,random,"[4572, 4378, 1726, 834]",-0.0016941207176566307
4,random,"[1103, 2569, 4361, 4808]",-0.0014671909825514269
4,random,"[108, 4132, 398, 8442]",-0.001498050410026034
4,random,"[4124, 6980, 933, 8173]",-0.0014737999330658163
4,random,"[3834, 3461, 604, 1799]",-0.0014193412482450772
4,random,"[4778, 2468, 4531, 3059]",-0.0014973652277889245
4,random,"[1301, 5684, 2790, 1434]",-0.001495603722276474
4,random,"[8117, 4485, 4676, 1044]",-0.0018978837685027828
4,random,"[1579, 8350, 9052, 4061]",-0.0014981958332917903
4,random,"[4813, 1438, 3894, 5025]",-0.0012406947890818707
4,random,"[7381, 1542, 8333, 3434]",-0.0017071215373290077
4,random,"[4142, 6141, 3158, 12947]",-0.0017795360723640045
4,random,"[5341, 2845, 10605, 2486]",-0.0017790480327067341
4,random,"[3525, 14083, 1247, 14321]",-0.0012406947890818828
4,random,"[3630, 5545, 562, 12107]",-0.0012406947890818746
4,random,"[7259, 10585, 9069, 11082]",-0.0014981958332918087
4,random,"[6988, 1255, 6135, 4768]",-0.0012406947890818956
4,random,"[2117, 1434, 1665, 11843]",-0.0014956037222764674
4,random,"[11376, 10535, 7997, 8280]",-0.0012406947890818835
4,random,"[2818, 3619, 2326, 768]",-0.0012406947890818852
4,random,"[8236, 12300, 2907, 3941]",-0.0012406947890818848
4,random,"[5234, 4206, 5582, 3195]",0.1303097973583138
4,random,"[10177, 12992, 10617, 12107]",-0.001240694789081883
4,random,"[12247, 5201, 3704, 2953]",-0.0017795455115872103
4,random,"[4160, 8656, 11849, 7868]",-0.0012406947890818954
4,random,"[13268, 11102, 10896, 1985]",-0.001240694789081892
4,random,"[11711, 3249, 4133, 839]",-0.001498195833291802
4,random,"[476, 3411, 9032, 2576]",-0.0017861588773143984
4,random,"[4008, 2830, 797, 1729]",-0.001497968641192481
4,random,"[13465, 4975, 3971, 9482]",-0.0012406947890818754
4,random,"[1390, 12057, 2982, 505]",0.43254076446744366
4,random,"[151, 9982, 4137, 2572]",-0.0012406947890818848
4,random,"[2063, 3643, 11075, 11370]",-0.0012406947890818917
4,random,"[10609, 792, 12736, 1072]",-0.0012406947890818856
4,random,"[9874, 5168, 1744, 13046]",-0.0020117209787996553
4,random,"[8360, 13465, 850, 5208]",0.1653772024084094
4,random,"[8659, 3851, 5060, 5945]",-0.001695862470556509
4,random,"[1136, 10201, 4447, 12713]",-0.0014969129978427169
4,random,"[14307, 5819, 3834, 4952]",-0.001240694789081895
4,random,"[12157, 2210, 753, 7774]",-0.0014869681756285748
4,random,"[11094, 12241, 278, 3284]",-0.0014966772406631828
4,random,"[14102, 3146, 5101, 12330]",-0.00178757575280842
4,random,"[5881, 7034, 815, 646]",-0.001713269106508137
4,random,"[14080, 964, 7155, 2302]",-0.001494581789362446
4,random,"[3298, 8818, 2057, 14255]",-0.0012406947890818798
4,random,"[11904, 11595, 5906, 11556]",-0.0012406947890818798
4,random,"[12545, 5476, 2409, 1062]",-0.0016901506646819974
4,random,"[8328, 10668, 6222, 308]",-0.0014941037791793325
4,random,"[12736, 11686, 1617, 197]",-0.0014962467231019799
4,random,"[5923, 5293, 2411, 9692]",-0.001240694789081871
4,random,"[910, 6659, 7107, 11293]",-0.001240694789081884
4,random,"[2128, 5739, 9874, 9495]",-0.0012406947890818924
4,random,"[7631, 970, 1375, 11302]",-0.0014756614640923837
4,random,"[1431, 12992, 5401, 696]",-0.0016944326137087555
4,random,"[4251, 1059, 6123, 11998]",-0.0014919274075408905
4,random,"[3028, 6713, 5281, 10108]",-0.0014756614640923577
4,random,"[1845, 12358, 10728, 7038]",-0.0014981958332918003
4,random,"[1223, 3634, 9956, 5024]",-0.0012406947890818807
4,random,"[13052, 4768, 2989, 10839]",-0.0014854009971930404
4,random,"[13119, 7797, 8127, 10390]",-0.0014981958332918087
4,random,"[12386, 213, 11463, 645]",-0.0014945817893624376
4,random,"[870, 10398, 1695, 13899]",-0.002516709818512115
4,random,"[6865, 11693, 7381, 11201]",-0.0014242263514064938
4,random,"[12213, 6621, 6141, 2165]",-0.0014893514220996112
4,random,"[1797, 3183, 4807, 11698]",-0.001489351422099619
4,random,"[9182, 10751, 11443, 13766]",-0.0013949072318448603
4,random,"[3325, 10258, 3894, 1538]",0.16537525329822184
4,random,"[6292, 1289, 14950, 867]",-0.0014962467231019667
4,random,"[13421, 5945, 1406, 2820]",-0.0014053239067368373
4,random,"[6526, 2380, 10417, 1573]",0.16538204879890592
4,random,"[9486, 14584, 6620, 2484]",-0.0014978368579184938
4,random,"[13425, 4186, 4061, 1395]",-0.0012406947890818876
4,random,"[14214, 2389, 300, 4193]",-0.0014893514220996123
4,random,"[5925, 8042, 1375, 4691]",-0.0012406947890818856
4,random,"[3777, 10585, 3140, 7456]",-0.001240694789081882
4,random,"[6050, 11691, 12371, 2184]",-0.001240694789081874
4,random,"[4065, 2793, 12457, 6121]",-0.001489351422099607
4,random,"[4124, 9944, 6246, 5926]",-0.0012406947890818848
4,random,"[7094, 7326, 3419, 7117]",-0.0016813153276804738
4,random,"[71, 4393, 9277, 13623]",-0.0012406947890818852
4,random,"[6306, 2009, 1837, 13046]",-0.0017885124107990494
4,random,"[7360, 3314, 996, 257]",-0.0019633781729096866
4,random,"[240, 4810, 3807, 434]",-0.0014811074850866078
4,random,"[9702, 242, 14771, 14965]",-0.0017861588773143906
4,random,"[11017, 10700, 1078, 4607]",-0.0016314983446664344
4,random,"[11693, 3725, 6199, 1425]",-0.0012406947890818817
4,random,"[2948, 1837, 4272, 13120]",-0.0012406947890818872
4,random,"[5178, 214, 6339, 4242]",-0.0018497058538826312
4,random,"[3774, 4561, 10197, 10817]",-0.0013728488183637779
4,random,"[1114, 3397, 9043, 5682]",-0.0012406947890818843
4,random,"[5809, 10854, 14618, 7006]",-0.001498195833291786
4,random,"[14695, 6090, 11791, 6581]",-0.001481107485086606
4,random,"[834, 4051, 4060, 9354]",-0.0016941207176566192
4,random,"[3559, 8144, 8717, 8842]",-0.0017649870048125225
4,random,"[7284, 13242, 4487, 6111]",-0.0012406947890818917
4,random,"[8337, 2357, 3086, 882]",-0.0014962467231020005
4,random,"[12675, 128, 1797, 5405]",-0.0012406947890818926
4,random,"[12102, 10420, 1541, 10497]",-0.0014956037222764605
4,random,"[2542, 1356, 1434, 83]",-0.0017639630893272742
4,random,"[1169, 617, 3147, 4023]",-0.0012406947890818874
4,random,"[5280, 3701, 10166, 5499]",-0.001240694789081882
4,random,"[6575, 10437, 1950, 154]",-0.002612269374090206
4,random,"[9824, 1236, 8274, 11048]",-0.0014981958332918037
4,random,"[5773, 14963, 10956, 5060]",-0.001695862470556489
4,random,"[1114, 233, 4850, 60]",-0.00226153094910283
4,random,"[14701, 2146, 4444, 4826]",-0.0014956037222764703
4,random,"[10516, 2425, 7383, 3736]",-0.0014962467231019892
4,random,"[7682, 5138, 10856, 13564]",-0.0012406947890818898
4,random,"[4242, 11434, 370, 10963]",-0.0014981958332917977
4,random,"[6474, 1247, 1121, 5162]",0.06500384873961534
4,random,"[10302, 8441, 850, 417]",-0.0012406947890818846
4,random,"[299, 5582, 4133, 362]",-0.0017872116276743198
4,random,"[8407, 9000, 10895, 1524]",-0.0014956037222764666
4,random,"[12245, 383, 2146, 3696]",-0.0017869920105883367
4,random,"[13959, 2130, 10786, 8679]",-0.0014941037791793429
4,random,"[6178, 7253, 12623, 6264]",-0.001498195833291799
4,random,"[1396, 4752, 9287, 3368]",-0.0014962467231019643
4,random,"[6152, 10497, 2803, 989]",-0.0012406947890818876
4,random,"[8285, 10307, 8228, 14723]",-0.0014352695888794561
4,random,"[8184, 5063, 544, 12965]",-0.0012406947890818863
4,random,"[8389, 5804, 667, 5082]",0.09460561684832769
4,random,"[4802, 4560, 3646, 2127]",-0.0016750316061663604
4,random,"[11999, 6606, 3741, 10609]",-0.0012406947890818778
4,random,"[5382, 7254, 2359, 7524]",-0.0014671909825514455
4,random,"[6980, 5502, 14212, 9755]",-0.0014671909825514362
4,random,"[2921, 4234, 8353, 10872]",-0.0023337762472862068
4,random,"[1939, 5621, 9765, 11192]",-0.001464340567057053
4,random,"[8298, 5545, 7384, 8839]",-0.0014962467231019643
4,random,"[10025, 6028, 1573, 4602]",-0.001662690831474592
4,random,"[6887, 7335, 3848, 12350]",-0.001240694789081887
4,random,"[368, 9582, 9406, 197]",-0.0014962467231019799
4,random,"[6587, 9897, 340, 1252]",-0.0012406947890818722
4,random,"[12354, 1295, 4852, 2191]",-0.0017689460017180022
4,random,"[9646, 13490, 2865, 7978]",-0.0012406947890818787
4,random,"[10980, 3397, 6249, 2431]",-0.0014981958332918035
4,random,"[2787, 3948, 32, 8795]",-0.0014530441124416071
4,random,"[11278, 11295, 8123, 5544]",-0.0012406947890818778
4,random,"[3643, 5252, 2143, 2790]",-0.001240694789081883
4,random,"[2945, 4525, 6178, 7125]",0.08314638181496185
4,random,"[3141, 4400, 9020, 7507]",-0.0012406947890819034
4,random,"[355, 12935, 8500, 476]",-0.0017891069281299958
4,random,"[7844, 12978, 2818, 2566]",-0.001240694789081901
4,random,"[5876, 3142, 14759, 2]",-0.0012406947890818817
4,random,"[8967, 1974, 478, 12281]",-0.0012406947890818874
4,random,"[9825, 1196, 9238, 4801]",-0.0020051663012920725
4,random,"[585, 12074, 5507, 3126]",-0.0016960198814520353
4,random,"[1223, 478, 1230, 10668]",-0.0012406947890819002
4,random,"[11812, 3961, 12603, 3293]",-0.0012406947890818826
4,random,"[8675, 4667, 5912, 6473]",-0.0014811074850866095
4,random,"[1723, 12185, 10918, 1949]",-0.0014981958332917992
4,random,"[596, 2265, 5082, 4531]",-0.001240694789081893
4,random,"[1183, 302, 2629, 9270]",-0.0012406947890818856
4,random,"[4727, 11704, 5025, 3195]",-0.0016956462291110412
4,random,"[1285, 13782, 4712, 6179]",-0.0014656075230406725
4,random,"[5769, 8301, 7942, 12959]",-0.0012406947890818863
4,random,"[810, 11437, 100, 8479]",0.09869439861216656
4,random,"[9043, 9803, 2357, 4174]",-0.0014893514220996088
4,random,"[9692, 311, 14164, 9816]",-0.0012406947890818804
4,random,"[4761, 8744, 10177, 13239]",-0.001688884835017789
4,random,"[6121, 5603, 5856, 9062]",-0.0016758098910736423
4,random,"[8715, 10402, 831, 7353]",-0.0014981958332918115
4,random,"[3671, 5104, 6111, 1556]",-0.0012406947890818926
4,random,"[11645, 5804, 8928, 1591]",-0.0012406947890818874
4,random,"[808, 3664, 4129, 10204]",-0.0014966772406632062
4,random,"[2830, 13046, 11628, 1970]",-0.0014962467231019628
4,random,"[1231, 2300, 1638, 14272]",-0.0014862226902073613
4,random,"[4833, 3590, 8082, 210]",-0.0014956037222764748
4,random,"[3721, 867, 1008, 4157]",-0.0018617673219038042
4,random,"[10045, 4881, 3797, 10188]",-0.0014893514220996266
4,random,"[7816, 12603, 2960, 6764]",-0.0012406947890818813
4,random,"[5481, 5702, 347, 2992]",-0.0012406947890818817
4,random,"[44, 11288, 3646, 788]",-0.0012406947890818778
4,random,"[6828, 1518, 8797, 6918]",-0.0012406947890819028
4,random,"[6860, 1144, 4491, 6926]",-0.001498195833291794
4,random,"[12924, 6976, 4023, 10817]",-0.00124069478908189
4,random,"[4074, 4421, 14212, 13044]",-0.0017307540311156458
4,random,"[625, 14742, 6463, 13363]",-0.0018176708173690981
4,random,"[7997, 11159, 10668, 715]",-0.0014956037222764616
4,random,"[1478, 4872, 4132, 2398]",-0.0014981958332918076
4,random,"[2277, 11232, 2254, 5909]",-0.0016934667409320054
4,random,"[2894, 6539, 2617, 12151]",-0.0020793539443361908
4,random,"[1974, 14670, 8456, 5584]",-0.0012406947890818906
4,random,"[10837, 3951, 6983, 10767]",-0.0012406947890818828
4,random,"[12049, 237, 10129, 132]",-0.0012406947890818843
4,random,"[8427, 2272, 14081, 10585]",-0.0012406947890818989
4,random,"[9517, 8456, 7944, 5354]",-0.0014981958332918044
4,random,"[6267, 14290, 111, 8312]",-0.001240694789081877
4,random,"[13477, 1967, 1886, 1989]",-0.0012406947890818867
4,random,"[1426, 4669, 1544, 5535]",-0.0020115149753135875
4,random,"[10856, 4666, 2220, 11621]",-0.0012406947890818841
4,random,"[2596, 2130, 4280, 5668]",-0.0012406947890819043
4,random,"[11357, 7748, 11825, 7610]",-0.001719187412586194
4,random,"[1741, 1516, 9149, 568]",-0.001240694789081883
4,random,"[1898, 14420, 10813, 5876]",-0.0012406947890818837
4,random,"[6713, 11481, 1836, 13955]",-0.001475661464092376
4,random,"[8643, 233, 10612, 8280]",-0.001695695644958697
4,random,"[8663, 13235, 6928, 360]",-0.0012406947890818895
4,random,"[1674, 8894, 9077, 12888]",-0.0017899410820201144
4,random,"[2416, 8092, 3807, 14194]",-0.0014811074850865906
4,random,"[920, 802, 12115, 2893]",-0.0023619886473949386
4,random,"[11784, 2840, 13895, 2589]",-0.0012406947890818904
4,random,"[4392, 6777, 7034, 3671]",-0.0012406947890818887
4,random,"[5174, 9091, 14083, 766]",-0.0012406947890818895
4,random,"[1023, 1778, 429, 3148]",-0.0014981958332917938
4,random,"[4450, 6970, 6011, 5101]",-0.0016646842289264952
4,random,"[14353, 394, 6172, 3118]",-0.0021035316897703594
4,random,"[1265, 4582, 959, 9375]",-0.002756980336773731
4,random,"[3337, 5906, 4206, 255]",0.20566954902342616
4,random,"[870, 1088, 4490, 108]",-0.002115321348597285
4,random,"[7164, 4130, 301, 14536]",-0.0014845656795274753
4,random,"[3138, 6718, 6471, 12107]",-0.0012406947890818843
4,random,"[12713, 3099, 9281, 3525]",-0.001240694789081897
4,random,"[5062, 5702, 13029, 4862]",-0.0012406947890818993
4,random,"[13434, 6584, 2612, 10671]",-0.001240694789081883
4,random,"[7034, 5290, 3396, 1551]",-0.0014193412482450742
